content,score
brimo buka babi,1
eror paraheror aneh,1
jam atas emang tidak login transaksi kah,1
gatau knpa brimo sekarang gabisa akses jam mlm banget ganggu,1
bakus,5
errornya orang transaksi susah,1
bantu sih tpi malem error,3
brimo login gagal,2
brimo eror mulu login apk nya,3
hallo aplikasi brimo akses,5
eror sii parah darurat,1
error,1
update tidak,1
mantap bos qu transaksi mudah,5
sinya bagus wifi normal paket tp krnapa buka brimo konksi bagus,1
bug kendala posisi yang gentingbrand layan kaya toko swalayan,1
kh berimo gk buka jelas nya,5
bagus hebat,4
gaada guna tf malem gabisa nyesel bettt dah gua bikin brimo,1
suka ganggu klo udh maintenance,1
layan buruk terjadj eror,1
butuh tdk pakai,1
aplikasi erorr padahl sinyal bagussmalah tidak masukpadahl transaksi buru,1
kali ganggu,1
sering eror kalau malem,2
login brimo malamsering mohon baik,1
maintenance maintenance,1
aju pinjam online,3
aplikasi setan sdh jam mlm tdk akses sdh tgu dr jam loh binatang,1
wib smpai gk bsa pakaimembuat gagal transaksi jam tersebutmau beli jd susah,1
wagu,1
ko ga buka si baca koneksi udah nge wifi susah buka gimna si bri tf aja susah benget lg,1
knpa ganggu,5
susah loginkenapa susah,2
kali error malam ken narik duet ngk coba darurat butuh uang gimana tuh min tolong baik gaje banget,2
pending ya,5
hllo admin turunin bintang nyah kenapah brimo ku ga buka tolong bantu nama saripudin tolong bangu tabahin bintang nyah makasih,4
jam malam masuk aplikasi brimo,5
mudah bertaransaksi,3
aplikasi brimo megirim rekening,5
jeleksering ganggu,1
aplikasi banget saldo potong notifikasi berat sinyal lengkap fitur paket data,2
lancar jaya,5
eror trus,2
layan buruk bri mobile ga transaksi layan buruk bri mobile,1
jam atas banyak eror aplikasinyapadahal sinyal kenceng buka apps yang mudah lancartp msuk brimo ajagk bisakatanya mudah online susah,1
kalau malam susah,1
eh kalau suka molor mulu gilir tari dana notif gercep gilir butuh mbleeh,1
apk jlk suka eror,1
ampas ganguan,1
login,2
terimakasih brimo bantu kirim,5
update burukkkk ganggu,1
brimo mantap,5
gmn sih brimo eror saldo sllu trpotong sndri tidak jls stiap hri saldo rban,1
ganguan brimo,1
alami login brimo masuk username password masuk mohon bantu tangan,1
jelek banget apk nya login tengah jam aja ganggu baik,1
eror,3
kocak banget pas masukin user id tidak tolong peebaikin,2
login pakai sidik jari udah tidak ya tgl sep mlam tidak,4
lalot,1
suka brimo mudah pakai,5
apk tolol,1
kadang eror mw qris saldo tulis ga gbsa bayar tpi aman,4
aplikasi bantu,5
oke puas apknya sngat mmbntu,5
simple bantu,5
sngt bantu,5
great app,5
bagus memper mudah urus tfr saldo dll,5
oke tingkat ya,5
bug aplikasi hp samsung log brimo,4
ribet gara riset masuk tidak masuk kartu yang daftar kartu pasang serta data,1
cool,5
muas tolong bantu aju pinjam,4
heard brimo finance youtuber follow immediately signed told mom signed well days later happen notice referral link bottom app called customer service say credited courtesy even though proof dates told brimo annoying missed put link top ppl see ugh update year brimo love wouldnt go back another bank suggestion allow customers choose tip amount spot repayments im sure brimo would get lot tips etc wasnt cheapest repayment amount,5
fcil practico,5
bantu banget,5
keren bank syariah indonesia transaksi biaya transfer nya,3
gimana daftar brimo,2
uang kurang mulu dah gua jarang buka saldo rb rb maksud,3
brimo skrang keamananya bikin repot klo pindah hp login nya hrus bank dlu aktivasi,1
cepat bagus,5
aplikasi error ga banget iya ga daftar aneh aj gimana mo pake cb bank ga solusi org aplikasi yang errortolong baik donk,1
ga login asu la,1
gut,5
salah nasabah bri tanahjawa pematangsiantar apl salah apl online android mohon mudah,5
mantaaaap,5
transfer responsif cepat,5
cepat mudah,4
lumayan bagus repot atm transfer,5
aplikasih senang hati praktis aman tidak ribet rumah bayar tranfer terima kasih brimo moga sukses,5
kena agf pinjam kebanktiba saldo tarik bankgimana sih sistemnyapas dilaporin kemene adu invalid coba maksud,1
hasil transaksi lambat muncul nya,1
bergunatpi aju pinjam brimob tdk,5
bayar qris susah saldo bayar qris rp ajah ga aneh,4
aplikasi brimo mantap,5
nyaman brimo mudah,5
mudah transaksi apapunsukses slalu utk bri,5
mudah transfer bank,5
tolong baik brimo jam malam susah banget buka,2
buka udh ganti pasword blokir,3
ribet login doang pake paket data,1
buat pin error kek aplikasi nya,5
maaf bintang dana penangananya buruuk,1
transaksi brimo cepat mudah dlm urus,5
pokok bantu,5
ga daftar gagal kode sitx foto koneksi lancar tp tetep ga bank antri hari,1
top banget,4
terima kasih bantu,5
bantu,5
stabil,4
verifikasi wajah akses izin kamera notif kamera kamera normal mohon bantuanya,4
mudah transaksi,5
daftardi isi pilih lanjutkanribwt dah,1
pinjam online bri usaha kecil,5
membantudan registrasi gampang,5
trimakasih sdah bantu,5
ditto everything said review would apply things use tried use wf mobile app especially labeling certain tasks find simpler terms finally finding looking hitting block wall cant recall exactly right top covid brain right released days ago hospital however wanted weigh review totally agree concerns need minor quirks mentioned seeing year ago issues may resolved one navigation one still needs better labeling directions tab click get need goother minor quirk adjustments said also totally agree giving app star rating ease using general,5
okay,5
moga,5
thanks apl,5
puas terbantutrm ksh,5
pas habis baru buka,1
mudah paham,4
tari atm aplikasi denom ngga sulitttttttttttttt banget,2
bgus,3
bagus bantu bebagai transaksi,5
mudah cepat proses,5
ngk login pas step verifikasi wajah kamera nya ngk akses udah izin kamera tetep ngk,1
brimo muas transaksi,5
sip cepet aman amanah,5
bantu,5
keren simpel,5
aman aplikasi ribet ganti hp kartu daftar data pake autentik google sms kartu aman,2
banking app allowed utilize electronic forum app works well intuitive mainly doesnt piss good job developers people manage,5
mantabs,5
best aplication,5
bantu dari mesin atm,5
mudah usaha,5
bagus,5
alam takut gagal eh sucsess mkasih brimo,5
sms notifnya nonaktif potong saldo tolong bik,1
alhamdulillah mudah transaksi,5
mudah transaksi,5
love proses cepat,5
susah banget verifikasi wajah gagal dah pake polos kerudung ktp gagal susah ya daftar aja susah,1
harap tambah limit ambil tunai sama kartu atmdan rp ambil terkadang butuh bayar tunai,1
bintang yang bicara,5
brimobterbaik,5
ok manfaat,5
mudah transaksi apa,5
gk ragu sih apk emang cocok kasi star,5
baek slalu update tawar akses butuh,5
senang transaksi via brimo,5
bagus cepet,5
aplikasi bagus mudah cepat bantu,5
mantul boss,5
transaksi mudah,5
puas,1
mudah utk trnsf mobile brimo,5
suka bnget brimo acung jempol utk bank bri,5
arti kode tgde min buka pinjam bri barusan yang muncul,4
mudah sekak,5
eror mulu,1
kadang susah login koneksi oke suruh cek koneksi payah,2
good pokok nya,5
kali aman mudah,5
guna,4
good best serba gampang tf mana aja ribet,5
mantaf profesional,5
bri transaksi simplecepat aman percaya milik bumn yang ratus mantap,5
apk yang bagus,5
mudah top,5
easy im love thank much,5
mudah simpel manfaat,5
sms kode otp masuk ulang kali kali sms tolong baik cs bank dekat trus telfon cs pusat hadehh,5
oke poko,5
keren praktis,5
brimo aplikasi baik adatanks brimo,5
fast transaction good app,5
aplikasi hebat ribet,5
aplikasi jalan lancar ganti device coba data selular cantum akun brimo handphone sesuai,2
makasih,5
mudah tidak atm tidak bawa duit kes hati kode otp karyawan bri,5
terima kasih brimo,5
bri payah reken pakai dah mati aneh pemberitahuan lucu rek mati terima tranferan uang bank bank tipu rakyat kah,1
easy navigate accurately safe reliable,5
mantap sesuai,5
mudah hidup,5
bagus praktis beli pulsa transaksi gagal ya,5
puas mudah proses transaksi nya,5
transaksi mudah cepat,5
mantap lancarterimakasih brimoudah partner bisnis favorit,5
oke siii,5
fitur pinjam modal usaha bikin qr pdagang apk kalah les mnding hps aja tuh kalau layan online aplikasi tp ga respon proses boro deh,1
apps sngat bagus,5
mudahbermanfaat,5
mudah yng sedia brimo,5
mudah cepat,5
orang senang ajar,5
coba daftar trss upload foto ktp ga gagal trss heran udah kali daftar ga upload ulang mulu gmn sih,1
updetsusah masuk,5
transaksi mudah dg genggam,5
mantap boss bantu,5
nice game,5
aplikasi bodoh,1
verifikasi wajah eror udah ikut instruksi udah ruang cerah pas gilir verifikasi wajah suruh lepas masker pakai masker barang yang tutup wajah aja gk suruh geleng kepala kiri kanan perlahan tetep gk capek payah,1
tolong tambahkn kirim kode nya whatsapp,5
bagus aplikasi nya bantu,5
baharu,5
oke brimo,4
moga jaga aman aplikasi bobol orang jahat,5
oje,5
good service,5
bagud,5
mantap mudah,5
bagus bangat mudah,5
qris lancar,5
thanks,5
terimakasihsaya bantu aplikasi inilayanannya cepat,5
bantu terima transfer uang atm,5
mudah,5
buka rekening mudah simple transaksi cepat terima kasih bri,5
terima kasih layan baik nya,5
bantu terimakasih brimo,5
kirim mudah,5
app great longest time last month making transfers one account another impossible forcing call automated line dont know contact support hope fix trying initiate transfer selecting account trying select account freezes wheel spins hours,5
dapeti kode refereal nya gimana ya,3
aktif fingerprit log,1
bagus layan,5
mudah,5
bitang liat perkembngan,5
daftar susah,1
bantu mudah,5
kali terima notif brimo yang masuk saldo kurang ya,4
transaksi mudah,5
mudah urus,5
uang hilang hilang ribu biaya sms ya,3
rusak aplikasi nya baru login,3
cs bri kcp tanjung pura paten x layan,5
mantap terimakasih bri,5
mantap betull,5
bantu proses transaksi,5
bagus,4
bantu efisien,5
mudah urus,5
aplikasi crash mulu install ulang gajelas,2
nayamul ljez,4
nyesel pake bri hari ambil rb kena biaya rb ambil sya henti pake bri,2
daftar brimo gagal ya transaksi gagalkode sisx kode data tolong admin mohon bantu,4
mantap,5
aplikasi brimo mudah bantu sayang potong sms pemberitahuan masuk biaya,4
pake bri mudah dipake aplikasi,5
tolong knp daftar upload foto gagal nya foto gambar bagus hasil nya blur gagal daftar ulang ulang,2
yh saldo nyh ngurangin saldo nyh k ngurangin nyh,4
app nya mantap mudah lot,4
aplikasi mudah transaksi,5
mudah hidup,5
enak mudah,5
may concernfirst let say thank exemplary revised customer service improvements simply amazed point changing thought pattern recipient appropriate civil service taking care tasks within brimo branch anywhere us totally stand corrected impressed consistency respect brimo patron youve done amazing overhaul dont believe could done betteri like security features place make life much easier less stressful knowing dont need check accounts daily basis even frequently daysso words express security operate daily affairs provided opportunity focus import things increase financial growththank public service specialists compassionately inclined exemplary courteous minded men women brimo banking society extremely impressed say leastauthenticity sinceremr michael b garren srangelic investments founder ceo,5
best moblie bank app get promise,5
gagal daftar brimo salah tanggal udah smua ktp,1
ok banget bantu,5
alhamdulillah brimo cepat tf nya,5
tolong perbaikikenapa aplikasi brimo ku buka,3
credit builder works,5
bantu urus uang terimakasih brimo,5
tolong admin operator brimo transaksi nyangkut bulan knp blum proses aplikasi brimo bugatau error sistem nya nyaman,2
benci pakai brimo potong sms lapor kecs bank tidak ngaruh,1
like,5
goooooood,5
username pasprot tidak baa login,5
bantu aplikasi,5
bantu proses hari,5
pindah nih masak login aja tidak hp,3
bagus apknya,5
bener bantu brimo,5
proses cepat mudah,5
bantu transaksi perban,5
aman bagus ga tingkat aman nasabah,5
simple tdk neko neko,5
manfaat bantu,5
brimo bank best app quick safe simple dan ezwhat could,5
industry find app userfriendly,5
love app takes time pleasant yet snafus,5
pakai bagus notifnya jalan lancar sy gk tau info uang kirim atw tidak nya notifnya hilang yang notif info iklan itu menggangu gk silent kadang jam notif iklan yang masuk,2
bantu jd tidak repot atm,5
bantu transaksi mudah,5
brimo costco card easy use age appreciate using much,5
cepat mudah aman,5
login akun brimo nomor yang,4
first struggles brimo delivery debit card delayed took nearly weeks questioning whether made right decision switched direct deposit account access money without debit card given options none attainable long story short decided give brimo chance receiving card couldnt happier brimo simple convenient must say absolutely love give stars suggest everyone get brimo account honestly promise regret worst case cancel account brimo free cant stop smiling thank brimo,5
brimo buka suka mental susah transaksi transaksi cek saldo tidak tolong aplikasi nyaman aneh nya apk brimo buka mudah nasabah sgala force close device mamsih pun game gb aja normal brimo mb force close trs namany mudah sulit,1
absolutely love brimo ive bm banks past theyve never fee everything charge little things nightmare went without bank couple years found brimo far best banking experience ive bm bank absolutely problem fact like better everything account hand theres fees little things fact fees unless use outofnetwork atm isnt huge deal im charge everything else basically get paycheck days early transfer cash wherever without charge spotme amazing oh also brimo credit builder build credit using card almost like secured credit card none hoops jump fees transfer existing account use card like credit card simple thank brimo,5
udh setia tahun pake brimo gilir ganti hp login aj ga aktif paket data limpah wifi mbps kecewa banget,1
jempol,5
puas aplikasi cepatamanterpercaya,5
turun bintang nya malam ngiklan ganggu orang istirahat iklan nya aktifitas,1
parah ni brimo jam kirim broadcast menganggu jam istirahat wooy perhati,5
hilang notifikasi jam istirahat malam masak jm kirim notif iklan,4
aman kendali,5
lanjut isi kode sefeeral,5
tidak ngerti udah ganti password eeh nyasuruh pasti nombor hp daftar brimolah gimana cek nya buka ajah tidak bisaa,3
brimo bantu nasabah terima kasih bri,5
mudah mantap,5
bru ku coba smoga baik,3
ko saldo muncul ya muncul tolong,5
bagus,1
brimo definitely helped weather storms,5
pakai brimo mudah transaksi,5
pemberitahuan sms kali uang masuk sms makan biaya rupiah berat,3
gk login,1
kasih bintang karna coba pake aplikasi kalau hasil nya kasih bintang pool,4
love,5
daftar ya gagal terus udah coba berkalikali gagal,4
gampang transaksi cepat,5
customer service amazing love card,5
anjng gimana sih udah bener masukin pasword blokir,1
aplikasi buruk complain kait akun brimo buka bri solusi,1
bantu mudah,5
ganggu mulu bgsd,1
oke,3
recomment,5
apk lot bonus ngasihnya lot,1
brimo bantu mudah aman,5
lihat struk ya halaman mohon bantu edit alhamdulillaah lihat struknya didownload ulang play store terimakasih,5
mantap,4
bantu,5
bantu transaksi saran tolong fitur ubah nomor handphone,5
sih okehanya kendala guna rekening pinjam detail lagidi menu pinjam cantum jumblah sisa pinjam tampil bulan maksud pinjam x tampil bln byr x sisa moga tim brimo paham maksud baik lbh lagiterima kasih,4
bantu trimakasih brimo,5
susah login kode ruic,1
biar bintang yang bicara,5
definitely one better banking apps,5
