content,score,sentiment_score,sentiment
first struggles brimo delivery debit card delayed took nearly weeks questioning whether made right decision switched direct deposit account access money without debit card given options none attainable long story short decided give brimo chance receiving card couldnt happier brimo simple convenient must say absolutely love give stars suggest everyone get brimo account honestly promise regret worst case cancel account brimo free cant stop smiling thank brimo,5,10,positive
brimo buka suka mental susah transaksi transaksi cek saldo tidak tolong aplikasi nyaman aneh nya apk brimo buka mudah nasabah sgala force close device mamsih pun game gb aja normal brimo mb force close trs namany mudah sulit,1,-32,negative
absolutely love brimo ive bm banks past theyve never fee everything charge little things nightmare went without bank couple years found brimo far best banking experience ive bm bank absolutely problem fact like better everything account hand theres fees little things fact fees unless use outofnetwork atm isnt huge deal im charge everything else basically get paycheck days early transfer cash wherever without charge spotme amazing oh also brimo credit builder build credit using card almost like secured credit card none hoops jump fees transfer existing account use card like credit card simple thank brimo,5,6,positive
udh setia tahun pake brimo gilir ganti hp login aj ga aktif paket data limpah wifi mbps kecewa banget,1,-14,negative
jempol,5,8,positive
puas aplikasi cepatamanterpercaya,5,-2,negative
turun bintang nya malam ngiklan ganggu orang istirahat iklan nya aktifitas,1,-20,negative
parah ni brimo jam kirim broadcast menganggu jam istirahat wooy perhati,5,-10,negative
hilang notifikasi jam istirahat malam masak jm kirim notif iklan,4,-14,negative
aman kendali,5,0,neutral
lanjut isi kode sefeeral,5,-26,negative
tidak ngerti udah ganti password eeh nyasuruh pasti nombor hp daftar brimolah gimana cek nya buka ajah tidak bisaa,3,-42,negative
brimo bantu nasabah terima kasih bri,5,2,positive
mudah mantap,5,8,positive
bru ku coba smoga baik,3,-4,negative
ko saldo muncul ya muncul tolong,5,-4,negative
bagus,1,-8,negative
brimo definitely helped weather storms,5,0,neutral
pakai brimo mudah transaksi,5,6,positive
pemberitahuan sms kali uang masuk sms makan biaya rupiah berat,3,-14,negative
gk login,1,0,neutral
kasih bintang karna coba pake aplikasi kalau hasil nya kasih bintang pool,4,-10,negative
love,5,-6,negative
daftar ya gagal terus udah coba berkalikali gagal,4,-16,negative
gampang transaksi cepat,5,-4,negative
customer service amazing love card,5,-6,negative
anjng gimana sih udah bener masukin pasword blokir,1,-8,negative
aplikasi buruk complain kait akun brimo buka bri solusi,1,-16,negative
bantu mudah,5,-10,negative
ganggu mulu bgsd,1,-10,negative
oke,3,4,positive
recomment,5,0,neutral
apk lot bonus ngasihnya lot,1,-26,negative
brimo bantu mudah aman,5,-10,negative
lihat struk ya halaman mohon bantu edit alhamdulillaah lihat struknya didownload ulang play store terimakasih,5,18,positive
mantap,4,10,positive
bantu,5,-8,negative
bantu transaksi saran tolong fitur ubah nomor handphone,5,-10,negative
sih okehanya kendala guna rekening pinjam detail lagidi menu pinjam cantum jumblah sisa pinjam tampil bulan maksud pinjam x tampil bln byr x sisa moga tim brimo paham maksud baik lbh lagiterima kasih,4,-30,negative
bantu trimakasih brimo,5,0,neutral
susah login kode ruic,1,-12,negative
biar bintang yang bicara,5,-16,negative
definitely one better banking apps,5,-2,negative
brimo app quick easy use,5,0,neutral
bantu,5,-8,negative
mohon bantu kendala ferikasi wajah gagal kamera izin,4,-28,negative
bantu transaksi,5,0,neutral
bayar mudah,5,-8,negative
luarrrrr biasaaa puasssssss,5,0,neutral
layan yang muas,5,-4,negative
verifikasi wajah gagal foto pas cahaya,1,4,positive
praktis bantu,5,0,neutral
aplikasi,5,-8,negative
aplikasi yang membantumempermudah transaksi,5,-10,negative
bri sial susah banged login aplikasi klo ganti hp duit disna smuarepot dah mending aplikasi livin tidak pke ribet langsung ganti perangkat klo lupa sandi repot kunjung bankdisaat libur lokasi bank,1,-84,negative
mantab,5,0,neutral
aplikasi nya lancar fast respond sayang transfer bi fast bayar moga gratis yang,5,-24,negative
suka amayy love love,5,-14,negative
bantu kali transfer nggak rumah,5,-8,negative
bantu transfer uang,5,-8,negative
memmbtu mudah akses mksh,5,6,positive
mantap apl nya,5,10,positive
puas guna mula terimakasih brimo,5,12,positive
good,5,10,positive
aplikasi jalan baiksangat bantu mudah intuk transaksi,5,-10,negative
mantap bantu,5,2,positive
akun brimo pas login ngga ya,1,10,positive
praktis bantu,5,0,neutral
transaksi cepat cepat kilat,5,-8,negative
susah banget daftar nya masuk data bener tetep aja salah ga ngerti akuuu,4,-32,negative
layan sdh bagus bri moga lbh tingkat lg puas nasabah,5,6,positive
rapi mudah cepat rawan akun blokir aman bagus,4,-36,negative
dowload aplikasi,1,-8,negative
dont set direct deposit till card wont able access money unless send money friend brimo account link account another bank moment member service said online app transfers working professional give temporary card use till wait card making banking easier cant access money till rd august going late bills worst banking experience ever avoid using bank ps didnt even get money days early got day pay day today,5,-6,negative
semenjak sy pakai brimo jd serba gampang,5,-6,negative
mantap poko ya,5,14,positive
mantapkerensangat bantu kali,5,-8,negative
sayangkanfitur pinjam nasabah payroll britidak penuh kriteria calon debiturtapi ending nya gagal jugariwayat pinjam bagustapi selesai sulit top,2,2,positive
bantu mudah transaksi,5,-2,negative
bri tidak saldo tarik mesin atm saldo tidak jelasss,1,-8,negative
mudah transaksi perban,5,0,neutral
cepat mud,5,-6,negative
aplikasi bantu transaksi tdk repot atm pakai brimo transaksi atas sukses bri yang damping masyarakat,5,-20,negative
tolong devlopert yang hormat sya knp sulit login nmr yang sya gunakam hp sdh sma dengn nmr yang trdftr pda akun brimo tpi slalu gagal login kterangan nomor yang sya hp beda tolong jngan prsulit nasabah dlm urgen,1,-60,negative
bagus transaksi,5,0,neutral
cepat layan bagus,5,-18,negative
bantu mudah transaksi,5,-2,negative
apk nga,1,0,neutral
mudahh transfer ribet,5,-8,negative
fitur nya terimakasih brimo sama hidup serba simple mudah,5,12,positive
jossdd,5,0,neutral
best online bank period times got rough,5,-6,negative
alhamdulillah lancar,5,6,positive
aplikasi brimo jalan lancar,5,-12,negative
login aplikasi brimo perangkat hp tolong email balas cs brimo,4,-18,negative
beli token listrik pulsa sukses tidak pakai,1,-16,negative
susah kode referral,1,-12,negative
daftar gagal,1,-14,negative
mudah digunakansngat bantu dlm giat hari,5,-10,negative
hallo brimo maaf sebelumnyakenapa tombol yang tulis referralopsional tida tekan situ opsional ka kendal jaring jaring bagus lancar tolong baik depan ya kaka terimakasih,1,-2,negative
layan cepat aman,5,-10,negative
ive able login app around times since week majority time try log get message saying hmmmlooks like technical issues right please try later chance able log try set face id app gives another error message try later crashes bankcredit card app given issues besides one routinely use apps check balances pay bills problem persists wont using card,5,-30,negative
yah lumayan lengkap fiturnya lengkap bcasekarang alih bri moga lancar aman,5,-18,negative
simple mudah,4,4,positive
could go much absolutely love brimo theres one instance four years account doubted service wasnt one service outage worldwide say ceo sent appethetic understanding email outage explained situation user experienced reversed atm fees gave ten dollars anyone experienced problem trying use card took responsibility problem caused dysfunctional banking situation faith chim vthe bank future offers everything common man woman needs enough ranting brimo always awesome reliable,5,-22,negative
aplikasi sampah verifikasi muka pagi ampe sore coba ga sistem bodoh kembang intruksi udah dilakuin kembang bodoh bin tolol kaga verifikasi aplikasi sampah,1,-46,negative
ga bikin pin payah,1,0,neutral
layan mantap,5,6,positive
beli pulsa udh nomer tolong proses lelet,4,-14,negative
bagus mudah tabung,5,-4,negative
moga lancar z brimo nya,5,-2,negative
stelah update langsung pas masuk sulit ulang tele tele verivikasi wajah susah jengkel ulang masuk tgl september,1,-14,negative
mantap simpel mudah,5,14,positive
bantu evisien,5,-8,negative
sy puas,4,6,positive
aplikasi bagus bantu puas senang ada aplikasi si yesssss,5,-40,negative
bagus mudah transaksi,5,-2,negative
gk sih bos,5,6,positive
sngat mudah utk transaksi membantuu,4,6,positive
alhmdllah sngat bantu brimo best,5,-8,negative
bantu,4,-8,negative
suka aplikasi transfer uang biaya apa pokok brimob mantap,5,-12,negative
oke si,5,4,positive
lancar pakai aplikasi brimoayo kawan donlod,5,-12,negative
mudah proses kirim uang,5,4,positive
verifikasi wajah sulit isi mohon jelas terima kasih,4,-18,negative
bagus bagus,5,-16,negative
puluh kali daftar rekening online foto ktp verif wajah gagal ukur banding apk l kb bm bc sungguh performa sedih moga tingkat evaluasi aplikasi,2,-24,negative
lq susah buka,5,-12,negative
kenapaa ya ga nambah mutasi pasu,3,8,positive
ngajukan pinjam bri respon gagal,5,-4,negative
mudah transaksi sayasangat suka,5,4,positive
gagal uploat foto ktp,1,-2,negative
login solusi,1,6,positive
mudah praktis cepat efisien,5,8,positive
aplikasi simpel,5,-2,negative
aplikasi brimo bagus mudah,5,-18,negative
kembang update imbang perban swasta,5,-6,negative
mantap mudah guna,5,10,positive
pokok nya mantap brimo,5,4,positive
cepat transaksi,5,2,positive
navigating pleasant desktop website,5,0,neutral
bagusbermanfaat,5,0,neutral
mantap jiwa,4,10,positive
gagal login mulu alesan internet bagus buka youtube lancar ajaaa hadehh tidak nyimpen duit bri najiss,1,-38,negative
tarik tunai bri nyusahin tarik uang ga keluarpas cek saldo uang berkuranghubungi bripihak bri nya bilang kerja udh tlpn bri nya bilang kerja hitung libur gimana kalau uang nya pure salah bri rugi,1,6,positive
senang pakai brimo dgn transaksi utk butuh sy,5,-10,negative
lufff krna saldo bsa,5,4,positive
top sih,5,10,positive
masukaan pin salah pin nya udah,1,-8,negative
muas,5,10,positive
allhamdulilah pakai brimo transaksi mudah cepat,5,0,neutral
bagus transaksi,5,0,neutral
brimo amazing overdraft fees everything tap finger always available would highly recommend brimo anyone,5,0,neutral
useful app first uses biometric login touch face id city cards accessible account one login see recent debits credits transfer funds fromto savings checking make payments instantly freeze card get suspicious charge set card alerts get alert phonewatch time make purchase one dollar usually get alert within seconds making purchase thing im waiting able print statement phone im sure working,5,0,neutral
blm bikin kartu knapa hbs ya,5,8,positive
aplikasi tidak buka tak logo,1,-24,negative
nomer nya sesuai hp tetep tidak login,2,-4,negative
mksh brimo bnyk bantu transaksi,5,4,positive
transaksi cepatsimpledan okee,5,8,positive
sekian kali install brimo ok,5,8,positive
sgt bantu bayar listrik dll,5,-14,negative
mantap tolong sedia pinjam online brimo,5,10,positive
mantap tidak pakek ribet,5,-8,negative
mantuull,5,0,neutral
profesional lindung nasabah rugi nasabah jaga percaya nasabah maju bri,5,20,positive
simpel,5,6,positive
ive brimo years young dumb lost first card asked replacement card never came luckily found old card back december unauthorized transaction onto account got back thanks brimos wonderful service said going send new card transaction made online march still havent reviewed card ive called called still nothing changed also applied get credit builder card back november card also never came assumed referred brother best friend brimo neither received card cant covid anything holding mail room card replaced two days replaced mine came next week dont know love brimo customer service great apps qualitys perks amazing,5,-18,negative
yang koment jelek gaptek alhamdulillah ga kendala terimakasih dear bri moga depan sukses,5,12,positive
mudah digunakanmantap,5,-2,negative
mantap mudah transaksi,5,16,positive
brimobank visa costco sturdy card falling apart cant believe took long issue new card lost card got new one two days lot bills attached card would hearing ones take owe automatically card would let go long would know exactly expect didnt come saidyou bet would calling getting handled,5,-22,negative
mantap mantap mantap,5,30,positive
mudah praktis,5,6,positive
alhamdulillah bagus mudah transaksi,5,8,positive
manfaat,5,10,positive
havent happier banking since started brimo ive every major bank possible way brimo sends messages spending activity checks balances fun text messages makes aware proper maintenance personal funds feel swear better equipped save money use wisely seamless easy fun trip bank necessary really time start credit building credit card confidence change life best financial prosperity come thanks brimo,5,0,neutral
lancar banget pakai brimo nya suksesssss,5,-2,negative
mudah transaksi yang ssh kluar rumah,5,2,positive
fitur adu cuek saldo potong pulsa masuk status proses,1,-26,negative
muas bantu log pakai fingerprint mudah,5,0,neutral
mudah bagus,4,-10,negative
enak banget pake brimo transaksi oancar,5,2,positive
ive many banks terrible balances never right always catching days prior overdraft fees list goes heard brimo skeptical first bc online best account always accurate get text soon cards swiped new balance charge draft fees spot free charge came handy times count one thing improve would depositing money charge every theres limit went deposit would took separate transactions insane dont usually deposit money dont care much bc benefits thats complaint please never change,5,-4,negative
bantu transaksi,4,0,neutral
brimo dikit update pikir yang aplikasi hp yang ram mikirin update mulu,1,-48,negative
ive using app couple yrs never glitches works perfectly ever single time really love enjoy using easy credit cardsbank apps need take lessons brimo card ive using brimo costco card app months love convenience like access fingerprint id see balance immediately pay bill taps rd tap isnt even needed want payment take place day havent found anything complain,5,4,positive
oke aja,5,6,positive
lumayan bagus,3,-12,negative
alhamdulilah kali loginakhir nya,5,6,positive
beres,5,0,neutral
bye brimo saya gabakal pake bri aplikasi nya gabisa login udah minggu muncul notif error transaksi gagal saya pergi atm trus kosongin duit rekening bri dan saya pake mandiri dan bca,1,-68,negative
best bank ever used personal account business account tried many banks think brimo bank years im changing bank thank service,5,8,positive
brimo rekomend alat bertransaksidan mudah alat transaksi,5,6,positive
brimoku keblokirtlng buka,4,-6,negative
efisien mudah,5,6,positive
minimal saldo rbsenggol curi uang nasabah manis,1,-8,negative
nya percaya bri simpan uang tks,5,-2,negative
bantu sbg transaksi non tunai,5,6,positive
brimo parah banget saldo potong tari uang mutasi nya saldo hilang aneh telpon cs brimo suruh urus urus bikin atm kampung sekarang rantau pulang kampung cumn untuku ngurus saldo ilang ongkos bulak ny aja saldo yang ilang kacau,1,-42,negative
